,Unnamed: 0,Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,address,country_code
7950,8348,18441559,Taste of Punjab,1,Noida,"Chauhan Market, Sector 137, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.4141288,28.504671500000004,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"H.NO-107, Shree beauty, Phase-2, Noida, Uttar Pradesh 201305, India",IND
7951,8349,18441665,Tea Nation,1,Noida,"Express Trade Towers 2, B-36, Sector 132, Noida",Sector 132,"Sector 132, Noida",77.3777963,28.513978,"Fast Food, Beverages",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,"2301, B Block, ETT-2, Sector 132, Noida, Uttar Pradesh 201304, India",IND
7952,8351,18441557,The Royal Kitchen,1,Noida,"Shop 4, Paras Tierea Commercial Complex, Sector 137, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.41335600000002,28.5078125,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"4, Blossom County, Paras Tierea, Sector 137, Noida, Uttar Pradesh 201305, India",IND
7953,8352,18441671,Tpot,1,Noida,"Ground Floor, Urbtech Matrix Towers, Opposite Jaypee  Hospital, Sector 132, Noida",Sector 132,"Sector 132, Noida",77.3732546,28.5152596,"Fast Food, Beverages",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,"716, B Block, Block A, Sector 132, Noida, Uttar Pradesh 201304, India",IND
7954,8353,18416310,Wild Chef House,1,Noida,"Urbtech Matrix, Opposite JP Hospital, Sector 132, Noida",Sector 132,"Sector 132, Noida",77.3730864,28.5151994,"Continental, Chinese, North Indian, Indian",500,Indian Rupees(Rs.),No,Yes,No,No,2,0.0,White,Not rated,3,"Urbtech Matrix Tower, Eminence Infra,, B-4, B Block, Block A, Sector 132, Noida, Uttar Pradesh 201304, India",IND
7955,8354,18372688,DIOS The Neighbourhood Bistro,1,Noida,"B-36, Block A, Express Trade Tower 2, Noida-Greater Noida Expressway, Sector 132, Noida",Sector 132,"Sector 132, Noida",77.37788559999998,28.5138115,"Continental, Fast Food, Italian",1300,Indian Rupees(Rs.),Yes,No,No,No,3,4.2,Green,Very Good,108,"शहीद सुखदेव मार्ग, Block A, Sector 132, Noida, Uttar Pradesh 201304, India",IND
7956,8355,18146472,Cake n Flower,1,Noida,"Shop 4, CDR Complex, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3145385,28.5811942,Bakery,150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,7,"Basoya Complex, Captain Vijyant Thapar Marg, Naya Bans, Naya Bans Village, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7957,8356,3145,Dilli 6,1,Noida,"The Residency Hotel, Priya Gold Building, Naya Bans, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.31385759999998,28.5818951,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,84,"Store No 1, Basement Bhagwan Shay Complex, Sector 15 Noida, Near Central Bank of India, Naya Bans Village, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7958,8357,312175,Food Bell,1,Noida,"Shersingh Market, Naga Bans, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.31410140000001,28.581442600000006,"North Indian, South Indian",400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,6,"Naya Bans, Naya Bans Village, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7959,8358,3143,Kalpana Hotel,1,Noida,"Opposite Priya Gold Biscuits Factory, Naya Bans, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.314,28.5817708,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,"GALIno 2, Naya Bans, D Block, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7960,8359,4518,Sagar Dhaba,1,Noida,"Sher Singh Market, Naya Bans, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.31412790000002,28.5815304,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,27,"Naya Bans, Naya Bans Village, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7961,8360,304510,Shree Balaji Shudh Vaishno Hotel,1,Noida,"Naya Bans, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3142692,28.5802723,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5,"A-49, A Block, Sector 16, Noida, Uttar Pradesh 201301, India",IND
7962,8361,310875,Shree Rathnam,1,Noida,"R1, 2 & 4, Gulmohar Shopping Complex, Sector 15 C, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.31194520000003,28.5832846,"South Indian, North Indian, Chinese",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.3,Orange,Average,57,"A 555, A Block, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7963,8362,309317,Simran's Cake Studio,1,Noida,"D Block, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.31042240000002,28.5820794,Bakery,250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,23,"59, Block C, Sector 15b, Noida, Uttar Pradesh 201301, India",IND
7964,8363,311085,Sweet Cake,1,Noida,"Shop 320, Nayabar, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3127883,28.5826872,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,10,"23, Opp Saai Mandir, Naya Bans, Naya Bans Village, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7965,8364,300914,The Cake Xpress,1,Noida,"CDR Complex, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.31445790000002,28.5812215,"Bakery, Desserts",250,Indian Rupees(Rs.),No,Yes,No,No,1,3.0,Orange,Average,43,"Basoya Complex, Captain Vijyant Thapar Marg, Naya Bans, Naya Bans Village, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7966,8365,8115,The Chef,1,Noida,"5, Block 331 A, Gulmohar Market, Sector 15-A Market, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.310934,28.5773817,"North Indian, Mughlai, Chinese, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,8,"331A, Sector 15A, Noida, Uttar Pradesh 201301, India",IND
7967,8366,18455665,The Flying Pan,1,Noida,"201, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3137449,28.58180043,"North Indian, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,12,"128, Metro Station Rd, opposite Priyagold Building, Naya Bans, Naya Bans Village, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7968,8367,18146390,Wrapster,1,Noida,"Near Astha Medicos, B Block Market, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.31005079999998,28.582114500000007,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,48,"97/9, B Block, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7969,8368,18435298,Getafix Petit,1,Noida,"Sports & Cultural Club, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3075696,28.5784806,"Healthy Food, Juices",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,14,"Ranikanda Market, Sector 15A, Noida, Uttar Pradesh 201301, India",IND
7970,8369,301415,Lawn Bistro,1,Noida,"12, Rajnigandha Market, Sector 15-A, Near Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3084223,28.5789682,"North Indian, Chinese, Thai, Continental",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,328,"250C, Sector 15A, Noida, Uttar Pradesh 201301, India",IND
7971,8371,18432201,Cheese Pizza,1,Noida,"B Block Market, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3101406,28.5822126,Pizza,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"B-14, B Block, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7972,8372,304493,Divya Hotal,1,Noida,"Naya Bans, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3146798,28.5806262,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,"303,Bagmal Complex,Nayabans,Near Mcd crossing, Sector-15, Naya Bans, Naya Bans Village, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7973,8373,18438456,Green Valley Chinese Food,1,Noida,"Alka Cinema, Near Sai Mandir, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.312979,28.58206,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"G C Complex, Ist Floor, Captain Vijyant Thapar Marg, Naya Bans, Naya Bans Village, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7974,8374,18367439,Hooting Owl Cafe,1,Noida,"97, B Block Market, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3101406,28.582123,"Fast Food, Beverages",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,"B Block Market, Shop Number-97/14, B Block, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7975,8375,18466616,Jaak Foods,1,Noida,"Below MK Residency, Nayabans, Opposite  Sai Mandir, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.31239598,28.58226269,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,"Shop No. 15, Near Metro Station Captain Vijyant Thapar Marg Ghaziabad, Naya Bans, Naya Bans Village, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7976,8376,18382368,Kaka Restaurant,1,Noida,"S.R. Complex, Naya Bans, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3147473,28.580700399999994,"Mughlai, North Indian",450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,"Shop No.1, First Floor, S.R. Complex, Sector-15, Naya Bans, Naya Bans Village, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7977,8378,18345109,KC Bakery,1,Noida,"Gail 1, Naya Bans, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.31274350000002,28.5827278,Bakery,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,"23, Opp Saai Mandir, Naya Bans, Naya Bans Village, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7978,8379,18432027,Rajan Foods Corner,1,Noida,"B-97, Shop 4, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.31022840000001,28.582269300000004,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,"3, B Block, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7979,8380,18258742,Sagar Dhaba,1,Noida,"Yadav Complex, Nayabans, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.314359,28.580191100000004,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,"A-49, A Block, Sector 16, Noida, Uttar Pradesh 201301, India",IND
7980,8382,18258756,Shama Chicken Corner,1,Noida,"Sangam Guest House, Nayabans, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.314,28.5816812,Mughlai,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,"1, Captain Vijyant Thapar Marg, Naya Bans, Naya Bans Village, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7981,8383,18382366,Yummy Kitchen,1,Noida,"Bhagmal Complex, Naya Bans, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3145418,28.5805304,"North Indian, Mughlai",450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,"Shop No.2, Ground Floor, Bhagmal Complex, near Pioneer House, Naya Bans, Naya Bans Village, Sector 15, Noida, Uttar Pradesh 201301, India",IND
7982,8384,4882,Barista,1,Noida,"A 5, Ground Floor, Atrium, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.31560970000002,28.5793172,Cafe,650,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,22,"63, Captain Vijyant Thapar Marg, A Block, Sector 16, Noida, Uttar Pradesh 201301, India",IND
7983,8385,309535,Divine Curries,1,Noida,"FC 23, Film City Noida, Sector 16 A, Near, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.31759,28.570724600000005,"North Indian, Chinese, South Indian",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.0,Orange,Average,31,"wixxy restaurent pvt ltd, fc 23, Munshi Premchand Rd, Film City, Sector 16A, Noida, Uttar Pradesh 201301, India",IND
7984,8386,18415359,Moon Bite,1,Noida,"Near Sector 16, Noida",Sector 16,"Sector 16, Noida",77.31485,28.577722,"North Indian, Chinese",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,13,"A-19, A Block, Sector 16, Noida, Uttar Pradesh 201301, India",IND
7985,8387,308451,Subway,1,Noida,"Ground Floor, Savoy Suites, Near Metro Station, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.31558178,28.58129376,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,55,"D-104, Vyapar Marg, D Block, Sector 2, Noida, Uttar Pradesh 201301, India",IND
7986,8388,18156287,Hurry's Paratha,1,Noida,"Road 1-B, Lt. Vijayant Thapar Marg, Near Sector 16 Metro Station, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.3169908,28.5792232,North Indian,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,45,"A-8, Captain Vijyant Thapar Marg, Block A, Sector 3, Noida, Uttar Pradesh 201301, India",IND
7987,8389,399,McDonald's,1,Noida,"A-79A, Savoy Suite, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.3157052,28.5801391,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,135,"A-79-A, Captain Vijyant Thapar Marg, A Block, Sector 16, Noida, Uttar Pradesh 201301, India",IND
7988,8392,18432020,Green Chilli Fast Food,1,Noida,"Near Night Stay Hotel, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.313817,28.578861199999995,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"166, A Block, Janakpuri, Delhi, Uttar Pradesh 110058, India",IND
7989,8393,18432013,Street Food Corner,1,Noida,"Opposite Gate 2, Sector 16 Metro Station, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.317657,28.5776606,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"65, Captain Vijyant Thapar Marg, Central Auto Market, Block B, Sector 16, Noida, Uttar Pradesh 201301, India",IND
7990,8394,303371,Barbeque Nation,1,Noida,"A-79-A, Ground Floor, Hotel Savoy Suites, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.31532159999998,28.5801189,"North Indian, Chinese, Mediterranean",1600,Indian Rupees(Rs.),No,No,No,No,3,4.3,Green,Very Good,1670,"A-79-A, Captain Vijyant Thapar Marg, A Block, Sector 16, Noida, Uttar Pradesh 201301, India",IND
7991,8395,302558,Aggarwal,1,Noida,"B-1/3, Near Sector 18 Metro Station, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32593108,28.57081133,"South Indian, Chinese, Street Food, Mithai",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,61,"28, 150/28, Captain Vijyant Thapar Marg, Noida Sector 18, Pocket C, Sector 18, Noida, Uttar Pradesh 201301, India",IND
7992,8396,1698,Anchor Bar & Kitchen,1,Noida,"C-26/27, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32504863,28.57064084,"North Indian, Chinese",1300,Indian Rupees(Rs.),Yes,No,No,No,3,2.5,Orange,Average,106,"B11, C Block, Pocket C, Sector 18, Noida, Uttar Pradesh 201301, India",IND
7993,8397,9252,Basil Tree,1,Noida,"G-43 & 44, Main Market, Near Radisson Hotel, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32310604,28.56861001,"Italian, North Indian, Chinese",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.4,Orange,Average,431,"206, A Block, Near Atta Market, Sector 18, Pocket J, Sector 18, Noida, Uttar Pradesh 201301, India",IND
7994,8398,1323,Bon Bon Pastry Shop,1,Noida,"F-1, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32418898,28.57158307,"Bakery, Desserts, Fast Food",150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,213,"2-C, Block D, Pocket D, Sector 18, Noida, Uttar Pradesh 201301, India",IND
7995,8399,1735,BSGulati's Punjabi Swad,1,Noida,"G-8/3, Savitri Market, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32611079,28.57044385,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,357,"Noida Sector 18, Captain Vijyant Thapar Marg, Noida Sector 18, Pocket E, Sector 27, Noida, Uttar Pradesh 201301, India",IND
7996,8400,5677,Cafe-18,1,Noida,"G-27, Savitri Market, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32660197,28.56988852,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,2.5,Orange,Average,103,"G-25, S Block, Pocket A, Sector 18, Noida, Uttar Pradesh 201301, India",IND
7997,8401,300953,Chandni Chowk Ke Mashhoor Paranthe,1,Noida,"G-24B, Savitri Market, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32660867,28.56997273,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,30,"G-25, S Block, Pocket A, Sector 18, Noida, Uttar Pradesh 201301, India",IND
7998,8402,4721,Cheenos,1,Noida,"P-11, 2nd & 3rd Floor, Above Sony Centre, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32454438,28.56857349,"American, Italian",1500,Indian Rupees(Rs.),Yes,No,No,No,3,2.6,Orange,Average,521,"P-12, Sector 2, P Block, Pocket I, Sector 18, Noida, Uttar Pradesh 201301, India",IND
7999,8403,18261722,Gola Sizzlers,1,Noida,"K-4, 1st Floor, Ocean Heights, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.3235295,28.57113316,"Chinese, North Indian, Mughlai, Continental",1600,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,198,"101-102 OCEAN HEIGHTS K – 4, K Block, Pocket E, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8000,8404,18346730,Hira Sweets,1,Noida,"B-13, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32480153,28.57024863,"Mithai, North Indian, South Indian, Street Food, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,36,"Shop No G-20, Sector-18, B Block, Pocket C, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8001,8405,461,Karim's,1,Noida,"G-40, Mughal Palace, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32365757,28.56926546,"Mughlai, North Indian",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,446,"G-40, G Block, Pocket G, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8002,8406,937,KFC,1,Noida,"P-21, Near Vodafone Store, Sector 18 Market, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32496414,28.56876577,"American, Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,608,"B35 Basement P6 Ocean Complex Sector 18 Noida Seven Days OPEN Below Vipul Motors Opposite The Great India Place Mall, Sector 2, P Block, Pocket I, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8003,8407,307720,Khan's Kathi Rolls,1,Noida,"G-24-26, Savitri Market, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32669149,28.56992385,"North Indian, Street Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,76,"G-25, S Block, Pocket A, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8004,8408,591,Nathu's Sweets,1,Noida,"G-63, Mansarover Shopping Complex, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32428320000002,28.56889916,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,211,"P-15, Sector 2, P Block, Pocket I, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8005,8409,18371433,Nawabi Mughlai Zaika,1,Noida,"Sector 18, Noida",Sector 18,"Sector 18, Noida",77.325204,28.57099,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,19,"C-30, 1st Floor, C Block, Pocket C, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8006,8410,18287364,Nite Bites,1,Noida,"Sector 18, Noida",Sector 18,"Sector 18, Noida",77.332893,28.597824,"North Indian, Chinese, Continental",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,68,"Shop no. 1 Shiv market, Jhundpura, C Block, Sector 11, Noida, Uttar Pradesh 201301, India",IND
8007,8411,7913,Nizam's Kathi Kabab,1,Noida,"C-18, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32458662,28.57071651,"North Indian, Fast Food",900,Indian Rupees(Rs.),No,Yes,No,No,2,3.0,Orange,Average,139,"10, C Block, Pocket C, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8008,8412,18180086,NSD Resto Bar & Kitchen,1,Noida,"D-2C, Basement Level, Sector 18 Market, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32406242,28.57151907,"North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),Yes,No,No,No,3,2.6,Orange,Average,19,"F-1, F Block, Pocket F, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8009,8413,5678,PS Wah Bhai Wah,1,Noida,"B-1/6, Ground Floor, Near Metro Station, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32570108,28.57088023,"North Indian, Chinese",700,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,89,"60 C 2nd floor, Noida Sector 18, Pocket C, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8010,8414,427,Sagar Ratna,1,Noida,"49-50, Ansal Fortune Arcade, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32221387,28.5721275,"South Indian, North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,277,"LGF 8 Wave Mall, K Block, Pocket E, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8011,8415,18292482,Sbarro,1,Noida,"G-23, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32431170000002,28.57015824,"Pizza, Italian",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,97,"26, G Block, Pocket G, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8012,8416,18446481,Swag & Swad,1,Noida,"Near Sector 18, Noida",Sector 18,"Sector 18, Noida",77.322001,28.570049,"North Indian, Chinese, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,19,"B-16-17, Pocket L, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8013,8417,310694,The Fizz,1,Noida,"N-7, Opposite Axis Bank, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32313555,28.57225971,"North Indian, Mughlai, Chinese",1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.2,Orange,Average,80,"N5, N Block, Pocket K, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8014,8418,18252573,The Kitchen,1,Noida,"Shop G-25, Savitri Market, Captain Vijyant Thapar Marg, Pocket A, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.3264863,28.57003427,"North Indian, Mughlai",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,47,"306, Cabin no 2, ocean Plaza, Sector 18 Noida, S Block, Pocket A, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8015,8419,303269,Twenty Four Seven,1,Noida,"1-2, D Block, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32466508,28.57117762,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,45,"D-4, Captain Vijyant Thapar Marg, D Block, Pocket D, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8016,8420,5854,Vinny's Restro Bar,1,Noida,"B-10, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32512441,28.57073654,"North Indian, Chinese",1300,Indian Rupees(Rs.),Yes,No,No,No,3,3.2,Orange,Average,37,"C-26, 27, Sector 18, C Block, Pocket C, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8017,8421,18349895,Walk In The Woods,1,Noida,"P-18, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32444699999998,28.569182,"North Indian, Mughlai, Chinese",1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.0,Orange,Average,203,"P-16, Sector 2, P Block, Pocket I, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8018,8422,4160,Xiian,1,Noida,"G-45, Sector 18 Market, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.3233803,28.5688017,"Italian, Continental, North Indian, Chinese",1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.4,Orange,Average,286,"206, A Block, Near Atta Market, Sector 18, Pocket J, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8019,8423,301514,Zest Bar and Lounge,1,Noida,"K-24, Near HSBC Bank, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32295919,28.57206302,"Finger Food, North Indian, Chinese",1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.4,Orange,Average,223,"N-7, N Block, Pocket K, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8020,8424,310417,Angels in my Kitchen,1,Noida,"C-19, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32430164,28.57046888,"Bakery, Desserts, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good,205,"G-18 Sector 18 Noida - 201 301, G Block, Pocket G, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8021,8425,1701,Baby Dragon Bar & Restaurant,1,Noida,"G-34, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.323714,28.569561,"North Indian, Continental, Thai, Chinese",1350,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,326,"G-33, G Block, Pocket G, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8022,8426,18208904,Baker Street,1,Noida,"5, Ground Floor, Ansal Fortune Arcade, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32213676,28.57302026,"Bakery, Beverages, Fast Food",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,40,"LG 39, Ansals Fortune Arcade, Sector 18, Pocket K, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8023,8427,3306,Bamboo Shoots,1,Noida,"F-2/3, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32396636,28.57153949,"Chinese, Seafood, Asian",1600,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.9,Yellow,Good,515,"F-1, F Block, Pocket F, Sector 18, Noida, Uttar Pradesh 201301, India",IND
8024,8428,301005,Bikanervala Bliss,1,Noida,"Silver Tower, Near Metro Station, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32466038,28.57196379,"North Indian, Fast Food, Chinese",1200,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,235,"Wave Silver Tower, 604, Captain Vijyant Thapar Marg, D Block, Pocket D, Sector 18, Noida, Uttar Pradesh 201301, India",IND
